tensor_name,bits,torch_equal,mae,rmse,max_error,mean_relative_error,cosine_similarity,num_elements
model.layers.8.linear_attn.in_proj_qkv.weight,4,False,0.007926561869680882,0.012199190445244312,0.11669921875,0.6201278567314148,0.8596121668815613,6291456
model.layers.8.linear_attn.in_proj_z.weight,4,False,0.006664888001978397,0.010126995854079723,0.2265625,0.6213647723197937,0.8739514946937561,2097152
model.layers.8.linear_attn.in_proj_b.weight,4,False,0.006243393290787935,0.00940647628158331,0.1083984375,0.6238119006156921,0.8772138953208923,16384
model.layers.8.linear_attn.in_proj_a.weight,4,False,0.01187826320528984,0.01766788214445114,0.115234375,0.6319533586502075,0.845337450504303,16384
model.layers.8.mlp.gate_proj.weight,4,False,0.005041365511715412,0.007316948380321264,0.11669921875,0.6254987716674805,0.890232503414154,3670016
model.layers.8.mlp.up_proj.weight,4,False,0.0036373683251440525,0.004799619782716036,0.0693359375,0.6496158838272095,0.893488883972168,3670016
model.layers.8.mlp.down_proj.weight,4,False,0.0034686606377363205,0.00463935686275363,0.11376953125,0.6560223698616028,0.8909650444984436,3670016
model.layers.8.input_layernorm.weight,4,False,0.29596906900405884,0.31710270047187805,0.5234375,0.6904521584510803,0.9726887941360474,1024
model.layers.8.post_attention_layernorm.weight,4,False,0.08976130187511444,0.10924799740314484,0.37109375,0.4953191876411438,0.9486610293388367,1024
model.layers.9.linear_attn.dt_bias,4,False,1.48828125,1.606482982635498,2.71875,0.6427059173583984,0.9553608894348145,16
model.layers.9.linear_attn.A_log,4,False,0.8968143463134766,1.0761936902999878,1.8671875,0.651125967502594,0.800111711025238,16
model.layers.9.linear_attn.conv1d.weight,4,False,0.01931055448949337,0.04287165775895119,1.140625,0.6894146800041199,0.8796027898788452,24576
model.layers.9.linear_attn.norm.weight,4,False,0.8918113708496094,0.89485764503479,1.0693359375,0.876340389251709,0.9973782896995544,128
model.layers.9.linear_attn.out_proj.weight,4,False,0.004834308288991451,0.007131749764084816,0.115234375,0.6376509666442871,0.8922357559204102,2097152
model.layers.9.linear_attn.in_proj_qkv.weight,4,False,0.007471352815628052,0.01143711805343628,0.1484375,0.6194713115692139,0.8655146956443787,6291456
model.layers.9.linear_attn.in_proj_z.weight,4,False,0.006567937321960926,0.009928867220878601,0.259765625,0.6220808625221252,0.8774255514144897,2097152
model.layers.9.linear_attn.in_proj_b.weight,4,False,0.008690956048667431,0.013235239312052727,0.1083984375,0.6224851012229919,0.8473426103591919,16384
model.layers.9.linear_attn.in_proj_a.weight,4,False,0.013727584853768349,0.02020241506397724,0.1220703125,0.652813196182251,0.8341398239135742,16384
model.layers.9.mlp.gate_proj.weight,4,False,0.004590357653796673,0.0065877786837518215,0.10595703125,0.6325691938400269,0.890126645565033,3670016
model.layers.9.mlp.up_proj.weight,4,False,0.0036637051962316036,0.004855514504015446,0.06884765625,0.6490746140480042,0.8935651779174805,3670016
model.layers.9.mlp.down_proj.weight,4,False,0.0034882475156337023,0.004715268034487963,0.11328125,0.6563200354576111,0.8901836276054382,3670016
model.layers.9.input_layernorm.weight,4,False,0.28937768936157227,0.3147314786911011,0.5390625,0.6768040060997009,0.9629209637641907,1024
model.layers.9.post_attention_layernorm.weight,4,False,0.08716265112161636,0.10921905189752579,0.390625,0.5180076956748962,0.9394903182983398,1024
model.layers.10.linear_attn.dt_bias,4,False,1.60986328125,1.9213101863861084,5.0,0.7323398590087891,0.8987982869148254,16
model.layers.10.linear_attn.A_log,4,False,1.1492919921875,1.2264338731765747,1.75,0.8741316795349121,0.9479365944862366,16
model.layers.10.linear_attn.conv1d.weight,4,False,0.019292986020445824,0.043627627193927765,1.2109375,0.6872701644897461,0.8862034678459167,24576
model.layers.10.linear_attn.norm.weight,4,False,0.9165267944335938,0.9186111688613892,1.0341796875,0.8795092105865479,0.9982416033744812,128
model.layers.10.linear_attn.out_proj.weight,4,False,0.0050547365099191666,0.007411112543195486,0.142578125,0.6338282227516174,0.8945680260658264,2097152
model.layers.10.linear_attn.in_proj_qkv.weight,4,False,0.0075638131238520145,0.011750025674700737,0.12890625,0.6218474507331848,0.8593305945396423,6291456
model.layers.10.linear_attn.in_proj_z.weight,4,False,0.006207348313182592,0.009170535951852798,0.115234375,0.6192536950111389,0.8857702612876892,2097152
model.layers.10.linear_attn.in_proj_b.weight,4,False,0.008590294048190117,0.013015199452638626,0.11474609375,0.617540180683136,0.8575281500816345,16384
model.layers.10.linear_attn.in_proj_a.weight,4,False,0.012696916237473488,0.0185878723859787,0.1015625,0.6394838094711304,0.8432682752609253,16384
model.layers.10.mlp.gate_proj.weight,4,False,0.004734368529170752,0.0071113258600234985,0.1162109375,0.6372290849685669,0.8761048316955566,3670016
model.layers.10.mlp.up_proj.weight,4,False,0.003623953554779291,0.00479876808822155,0.07373046875,0.6514066457748413,0.8914712071418762,3670016
model.layers.10.mlp.down_proj.weight,4,False,0.0034411228261888027,0.004621500615030527,0.11376953125,0.6584609150886536,0.8871847987174988,3670016
model.layers.10.input_layernorm.weight,4,False,0.24035325646400452,0.269242525100708,0.51953125,0.6308059692382812,0.953585684299469,1024
model.layers.10.post_attention_layernorm.weight,4,False,0.07047458738088608,0.09844993054866791,0.390625,0.5065224170684814,0.8983165621757507,1024
model.layers.11.self_attn.q_proj.weight,4,False,0.006312103476375341,0.009543369524180889,0.1162109375,0.6222330927848816,0.8773615956306458,4194304
model.layers.11.self_attn.k_proj.weight,4,False,0.005053486675024033,0.007521304301917553,0.10498046875,0.6382613778114319,0.8840303421020508,524288
model.layers.11.self_attn.v_proj.weight,4,False,0.006605267059057951,0.009767833165824413,0.115234375,0.6213301420211792,0.8853366374969482,524288
model.layers.11.self_attn.o_proj.weight,4,False,0.005026362836360931,0.007430871017277241,0.109375,0.6336460709571838,0.8914905786514282,2097152
model.layers.11.self_attn.q_norm.weight,4,False,0.5288467407226562,0.5419148206710815,1.0078125,0.8029642701148987,0.9847791790962219,256
model.layers.11.self_attn.k_norm.weight,4,False,0.5289115905761719,0.5459916591644287,1.1875,0.7995885014533997,0.9808202981948853,256
model.layers.11.mlp.gate_proj.weight,4,False,0.004680661950260401,0.007003519684076309,0.11669921875,0.6356745958328247,0.8765411376953125,3670016
model.layers.11.mlp.up_proj.weight,4,False,0.0036689885891973972,0.004871030803769827,0.1005859375,0.6498298048973083,0.8922983407974243,3670016
model.layers.11.mlp.down_proj.weight,4,False,0.003489212365821004,0.00470564654096961,0.11474609375,0.6567510366439819,0.8888267874717712,3670016
model.layers.11.input_layernorm.weight,4,False,0.11650831252336502,0.14263102412223816,0.57421875,0.529991865158081,0.9427213668823242,1024
model.layers.11.post_attention_layernorm.weight,4,False,0.07061813771724701,0.08506879210472107,0.310546875,0.46515026688575745,0.9408090710639954,1024
model.layers.12.linear_attn.dt_bias,4,False,2.04931640625,2.2925868034362793,4.65625,0.7050729393959045,0.9621063470840454,16
model.layers.12.linear_attn.A_log,4,False,0.6792049407958984,0.9070395827293396,1.671875,0.5822458863258362,0.8561188578605652,16
model.layers.12.linear_attn.conv1d.weight,4,False,0.028800278902053833,0.06689531356096268,1.1328125,0.6726851463317871,0.8923609256744385,24576
model.layers.12.linear_attn.norm.weight,4,False,0.8689041137695312,0.8714039921760559,1.015625,0.8736166954040527,0.9978052973747253,128
model.layers.12.linear_attn.out_proj.weight,4,False,0.004812775645405054,0.007065542973577976,0.115234375,0.6366690397262573,0.8926419615745544,2097152
model.layers.12.linear_attn.in_proj_qkv.weight,4,False,0.008648856543004513,0.013583178631961346,0.146484375,0.6256520748138428,0.8453719019889832,6291456
model.layers.12.linear_attn.in_proj_z.weight,4,False,0.006710251793265343,0.010440231300890446,0.11669921875,0.6248928904533386,0.8642380833625793,2097152
model.layers.12.linear_attn.in_proj_b.weight,4,False,0.00733129121363163,0.011024926789104939,0.10791015625,0.6203657984733582,0.8739603161811829,16384
model.layers.12.linear_attn.in_proj_a.weight,4,False,0.014186485670506954,0.020964011549949646,0.11669921875,0.6469990015029907,0.8192973732948303,16384
model.layers.12.mlp.gate_proj.weight,4,False,0.0051340204663574696,0.007929939776659012,0.11669921875,0.6327205300331116,0.8680392503738403,3670016
model.layers.12.mlp.up_proj.weight,4,False,0.0035957752261310816,0.004738488234579563,0.0830078125,0.6522679328918457,0.8915348052978516,3670016
model.layers.12.mlp.down_proj.weight,4,False,0.003442991292104125,0.004597092047333717,0.09814453125,0.658363938331604,0.8890321254730225,3670016
model.layers.12.input_layernorm.weight,4,False,0.38375362753868103,0.41519710421562195,0.72265625,0.7467456459999084,0.9728667736053467,1024
model.layers.12.post_attention_layernorm.weight,4,False,0.06519186496734619,0.07545346021652222,0.212890625,0.3974896967411041,0.9651410579681396,1024
model.layers.13.linear_attn.dt_bias,4,False,0.98822021484375,1.2769415378570557,3.34375,0.6450756192207336,0.8837127089500427,16
model.layers.13.linear_attn.A_log,4,False,1.00390625,1.1320891380310059,1.8671875,0.7858397960662842,0.592409074306488,16
model.layers.13.linear_attn.conv1d.weight,4,False,0.0230121910572052,0.05063842982053757,0.640625,0.6774241328239441,0.9029516577720642,24576
model.layers.13.linear_attn.norm.weight,4,False,0.908477783203125,0.9102140069007874,1.025390625,0.8786568641662598,0.9985250234603882,128
model.layers.13.linear_attn.out_proj.weight,4,False,0.0050168088637292385,0.007313340902328491,0.1875,0.6324703097343445,0.8955690264701843,2097152
model.layers.13.linear_attn.in_proj_qkv.weight,4,False,0.008080857805907726,0.012621833942830563,0.11669921875,0.6216102242469788,0.8517965078353882,6291456
model.layers.13.linear_attn.in_proj_z.weight,4,False,0.006479278206825256,0.009844851680099964,0.11669921875,0.618567705154419,0.873777449131012,2097152
model.layers.13.linear_attn.in_proj_b.weight,4,False,0.007336623966693878,0.011148255318403244,0.11279296875,0.6220046281814575,0.8716119527816772,16384
model.layers.13.linear_attn.in_proj_a.weight,4,False,0.011596868745982647,0.017170067876577377,0.111328125,0.6350820660591125,0.8503417372703552,16384
model.layers.13.mlp.gate_proj.weight,4,False,0.005336032714694738,0.008301079273223877,0.11669921875,0.6316880583763123,0.8660803437232971,3670016
model.layers.13.mlp.up_proj.weight,4,False,0.0036192345432937145,0.0047858282923698425,0.095703125,0.6504393219947815,0.8913578391075134,3670016
model.layers.13.mlp.down_proj.weight,4,False,0.0034685686696320772,0.004634542856365442,0.10693359375,0.6574254035949707,0.8897985816001892,3670016
model.layers.13.input_layernorm.weight,4,False,0.32425960898399353,0.3517985939979553,0.7109375,0.7166410088539124,0.9722095131874084,1024
model.layers.13.post_attention_layernorm.weight,4,False,0.06462918221950531,0.07405178248882294,0.244140625,0.39365777373313904,0.9750975966453552,1024
model.layers.14.linear_attn.dt_bias,4,False,1.318359375,1.9001737833023071,5.3125,0.5763983726501465,0.9094695448875427,16
model.layers.14.linear_attn.A_log,4,False,0.9285888671875,1.0430607795715332,1.6640625,0.7726214528083801,0.6816563010215759,16
model.layers.14.linear_attn.conv1d.weight,4,False,0.023622607812285423,0.05368121713399887,0.61328125,0.6695035099983215,0.9052587747573853,24576
model.layers.14.linear_attn.norm.weight,4,False,0.8880271911621094,0.8901336789131165,1.001953125,0.8761127591133118,0.9981800317764282,128
model.layers.14.linear_attn.out_proj.weight,4,False,0.005046274047344923,0.007495577912777662,0.1162109375,0.6345751881599426,0.8889279961585999,2097152
model.layers.14.linear_attn.in_proj_qkv.weight,4,False,0.008119363337755203,0.012816415168344975,0.31640625,0.6246604323387146,0.8471373915672302,6291456
model.layers.14.linear_attn.in_proj_z.weight,4,False,0.0069658029824495316,0.01079415250569582,0.11669921875,0.6238865256309509,0.8637064695358276,2097152
model.layers.14.linear_attn.in_proj_b.weight,4,False,0.007082550786435604,0.010831502266228199,0.09912109375,0.6180087327957153,0.86520916223526,16384
model.layers.14.linear_attn.in_proj_a.weight,4,False,0.011491764336824417,0.017004461959004402,0.10693359375,0.6317072510719299,0.8431694507598877,16384
model.layers.14.mlp.gate_proj.weight,4,False,0.005784985143691301,0.009564170613884926,0.21484375,0.6388994455337524,0.8415865898132324,3670016
model.layers.14.mlp.up_proj.weight,4,False,0.003658741246908903,0.004907792899757624,0.103515625,0.6521199345588684,0.88953697681427,3670016
model.layers.14.mlp.down_proj.weight,4,False,0.0034476607106626034,0.004627279005944729,0.11669921875,0.6615143418312073,0.8830843567848206,3670016
model.layers.14.input_layernorm.weight,4,False,0.27866145968437195,0.3006135821342468,0.57421875,0.6936760544776917,0.9754642844200134,1024
model.layers.14.post_attention_layernorm.weight,4,False,0.06384682655334473,0.07049265503883362,0.21484375,0.35082554817199707,0.9833020567893982,1024
model.layers.15.self_attn.q_proj.weight,4,False,0.007159740664064884,0.011010331101715565,0.142578125,0.6243817806243896,0.867834746837616,4194304
model.layers.15.self_attn.k_proj.weight,4,False,0.004937889985740185,0.007437652908265591,0.11572265625,0.6414622068405151,0.8802284002304077,524288
model.layers.15.self_attn.v_proj.weight,4,False,0.007419731933623552,0.011745886877179146,0.17578125,0.6257634162902832,0.8491117358207703,524288
model.layers.15.self_attn.o_proj.weight,4,False,0.006204085424542427,0.009267826564610004,0.11328125,0.6249224543571472,0.8846675157546997,2097152
model.layers.15.self_attn.q_norm.weight,4,False,0.5336151123046875,0.5533261299133301,1.171875,0.8004875183105469,0.9761829972267151,256
model.layers.15.self_attn.k_norm.weight,4,False,0.5348701477050781,0.5626428127288818,1.3046875,0.7965400815010071,0.968548059463501,256
model.layers.15.mlp.gate_proj.weight,4,False,0.0062280623242259026,0.009852694347500801,0.19140625,0.6277008652687073,0.8591811656951904,3670016
model.layers.15.mlp.up_proj.weight,4,False,0.0038533401675522327,0.005260043311864138,0.1064453125,0.6448975205421448,0.8916903734207153,3670016
model.layers.15.mlp.down_proj.weight,4,False,0.0037113053258508444,0.00505501963198185,0.1142578125,0.6522499322891235,0.8880955576896667,3670016
model.layers.15.input_layernorm.weight,4,False,0.09370288252830505,0.10453132539987564,0.55078125,0.4706585705280304,0.9750168323516846,1024
model.layers.15.post_attention_layernorm.weight,4,False,0.11985114216804504,0.12421166896820068,0.267578125,0.49364155530929565,0.9914201498031616,1024
model.layers.16.linear_attn.dt_bias,4,False,1.420623779296875,1.746366262435913,3.25,0.6046328544616699,0.9742690324783325,16
model.layers.16.linear_attn.A_log,4,False,0.831787109375,1.0281672477722168,1.6796875,0.6544954776763916,0.747919499874115,16
model.layers.16.linear_attn.conv1d.weight,4,False,0.03843162581324577,0.08772170543670654,1.6484375,0.6774421334266663,0.8941600322723389,24576
model.layers.16.linear_attn.norm.weight,4,False,0.772491455078125,0.7774263024330139,0.95703125,0.859333872795105,0.9952858090400696,128
model.layers.16.linear_attn.out_proj.weight,4,False,0.004782494157552719,0.006972187198698521,0.142578125,0.6380356550216675,0.8911011815071106,2097152
model.layers.16.linear_attn.in_proj_qkv.weight,4,False,0.010303539223968983,0.016104064881801605,0.216796875,0.6302100419998169,0.8280588388442993,6291456
model.layers.16.linear_attn.in_proj_z.weight,4,False,0.007194289471954107,0.011277416720986366,0.11669921875,0.6276906132698059,0.8602209091186523,2097152
model.layers.16.linear_attn.in_proj_b.weight,4,False,0.007883153855800629,0.012399575673043728,0.1044921875,0.6275690197944641,0.8495162725448608,16384
model.layers.16.linear_attn.in_proj_a.weight,4,False,0.01321918424218893,0.01988316886126995,0.11669921875,0.6402536034584045,0.8204010725021362,16384
model.layers.16.mlp.gate_proj.weight,4,False,0.006965358275920153,0.010742259211838245,0.15234375,0.6218329668045044,0.8649418950080872,3670016
model.layers.16.mlp.up_proj.weight,4,False,0.003854708978906274,0.005115962587296963,0.07470703125,0.6406784057617188,0.8986597657203674,3670016
model.layers.16.mlp.down_proj.weight,4,False,0.003707572817802429,0.004940000828355551,0.1142578125,0.6490090489387512,0.8944229483604431,3670016
model.layers.16.input_layernorm.weight,4,False,0.4388662576675415,0.4515687823295593,0.9453125,0.7722687125205994,0.9866120219230652,1024
model.layers.16.post_attention_layernorm.weight,4,False,0.18505871295928955,0.19295762479305267,0.3515625,0.6034314036369324,0.9900095462799072,1024
model.layers.17.linear_attn.dt_bias,4,False,1.48089599609375,1.8145701885223389,3.59375,0.6511046290397644,0.9685152769088745,16
model.layers.17.linear_attn.A_log,4,False,1.226318359375,1.2785112857818604,1.8125,0.894004762172699,0.9660174250602722,16
model.layers.17.linear_attn.conv1d.weight,4,False,0.05206839740276337,0.10624748468399048,0.828125,0.6666745543479919,0.9026760458946228,24576
model.layers.17.linear_attn.norm.weight,4,False,0.6905784606933594,0.697346568107605,0.9306640625,0.8445374369621277,0.9930128455162048,128
model.layers.17.linear_attn.out_proj.weight,4,False,0.004604702815413475,0.00673453975468874,0.11181640625,0.6433689594268799,0.8881078958511353,2097152
model.layers.17.linear_attn.in_proj_qkv.weight,4,False,0.011432084254920483,0.01726505160331726,0.26953125,0.6329503655433655,0.834381639957428,6291456
model.layers.17.linear_attn.in_proj_z.weight,4,False,0.007707113865762949,0.011970506981015205,0.1162109375,0.6276107430458069,0.8621600270271301,2097152
model.layers.17.linear_attn.in_proj_b.weight,4,False,0.006978842429816723,0.010853488929569721,0.1103515625,0.61483234167099,0.8632528185844421,16384
model.layers.17.linear_attn.in_proj_a.weight,4,False,0.012723485007882118,0.019146427512168884,0.11572265625,0.639445424079895,0.8056449890136719,16384
model.layers.17.mlp.gate_proj.weight,4,False,0.007863965816795826,0.01185997948050499,0.13671875,0.6194002032279968,0.868885338306427,3670016
model.layers.17.mlp.up_proj.weight,4,False,0.003864136291667819,0.005112210288643837,0.08251953125,0.6381068229675293,0.9000056982040405,3670016
model.layers.17.mlp.down_proj.weight,4,False,0.003711981000378728,0.00492856465280056,0.10693359375,0.6479025483131409,0.8954017758369446,3670016
model.layers.17.input_layernorm.weight,4,False,0.5498676300048828,0.5556212067604065,0.9609375,0.8111985325813293,0.9930895566940308,1024
model.layers.17.post_attention_layernorm.weight,4,False,0.23839224874973297,0.24765577912330627,0.49609375,0.6604217886924744,0.9889868497848511,1024
model.layers.18.linear_attn.dt_bias,4,False,2.11279296875,2.3648874759674072,4.21875,0.605496883392334,0.9645702242851257,16
model.layers.18.linear_attn.A_log,4,False,1.233154296875,1.263949990272522,1.671875,0.9035707116127014,0.979785144329071,16
model.layers.18.linear_attn.conv1d.weight,4,False,0.054032016545534134,0.10861429572105408,1.0703125,0.6577156186103821,0.9136905670166016,24576
model.layers.18.linear_attn.norm.weight,4,False,0.6654090881347656,0.6720859408378601,0.9443359375,0.8395023345947266,0.9929286241531372,128
model.layers.18.linear_attn.out_proj.weight,4,False,0.0043330686166882515,0.006233002059161663,0.12109375,0.644324541091919,0.8892604112625122,2097152
model.layers.18.linear_attn.in_proj_qkv.weight,4,False,0.011861256323754787,0.017978785559535027,0.2421875,0.6356753706932068,0.821336030960083,6291456
model.layers.18.linear_attn.in_proj_z.weight,4,False,0.007966549135744572,0.012480051256716251,0.11669921875,0.6319540739059448,0.8572366237640381,2097152
model.layers.18.linear_attn.in_proj_b.weight,4,False,0.007196059916168451,0.011073322035372257,0.115234375,0.6213480234146118,0.8627906441688538,16384
model.layers.18.linear_attn.in_proj_a.weight,4,False,0.011797510087490082,0.01753155142068863,0.111328125,0.6316160559654236,0.8201969861984253,16384
model.layers.18.mlp.gate_proj.weight,4,False,0.008510589599609375,0.012666136957705021,0.2421875,0.6205247044563293,0.870366632938385,3670016
model.layers.18.mlp.up_proj.weight,4,False,0.003920453134924173,0.005193026270717382,0.080078125,0.6353173851966858,0.9012551307678223,3670016
model.layers.18.mlp.down_proj.weight,4,False,0.003719964763149619,0.004935200791805983,0.146484375,0.6468539834022522,0.8958015441894531,3670016
model.layers.18.input_layernorm.weight,4,False,0.6073818206787109,0.6107343435287476,1.046875,0.8279426097869873,0.9962148666381836,1024
model.layers.18.post_attention_layernorm.weight,4,False,0.283786416053772,0.29326799511909485,0.4921875,0.6845512986183167,0.985812246799469,1024
model.layers.19.self_attn.q_proj.weight,4,False,0.007071039639413357,0.010933343321084976,0.11669921875,0.6227228045463562,0.8658279180526733,4194304
model.layers.19.self_attn.k_proj.weight,4,False,0.004770617000758648,0.0071493531577289104,0.11474609375,0.6372663378715515,0.878704309463501,524288
model.layers.19.self_attn.v_proj.weight,4,False,0.0089156748726964,0.014739206060767174,0.255859375,0.6267300248146057,0.8060824275016785,524288
model.layers.19.self_attn.o_proj.weight,4,False,0.007921162992715836,0.01178279984742403,0.115234375,0.6208195686340332,0.8774945139884949,2097152
model.layers.19.self_attn.q_norm.weight,4,False,0.393218994140625,0.4237370789051056,0.890625,0.7349392771720886,0.9565814137458801,256
model.layers.19.self_attn.k_norm.weight,4,False,0.3839569091796875,0.42457911372184753,1.3125,0.7259489893913269,0.9445945024490356,256
model.layers.19.mlp.gate_proj.weight,4,False,0.00809670239686966,0.01206908654421568,0.345703125,0.6189545392990112,0.8738287687301636,3670016
model.layers.19.mlp.up_proj.weight,4,False,0.004026329610496759,0.005341529380530119,0.07373046875,0.6309451460838318,0.9036909341812134,3670016
model.layers.19.mlp.down_proj.weight,4,False,0.00389484572224319,0.005177798680961132,0.1201171875,0.6381378769874573,0.8995627760887146,3670016
model.layers.19.input_layernorm.weight,4,False,0.10557711124420166,0.1394275426864624,0.515625,0.4611654579639435,0.9114305377006531,1024
model.layers.19.post_attention_layernorm.weight,4,False,0.23940110206604004,0.2458338737487793,0.373046875,0.6501693725585938,0.989851176738739,1024
model.layers.20.linear_attn.dt_bias,4,False,1.6649169921875,2.033750534057617,3.21875,0.5720311403274536,0.9668241739273071,16
model.layers.20.linear_attn.A_log,4,False,1.169189453125,1.230344295501709,1.6484375,0.8923535943031311,0.9588773846626282,16
model.layers.20.linear_attn.conv1d.weight,4,False,0.06272300332784653,0.1247468814253807,1.1796875,0.6644213199615479,0.893429696559906,24576
model.layers.20.linear_attn.norm.weight,4,False,0.6916656494140625,0.6970251798629761,0.9091796875,0.8452084064483643,0.9944666028022766,128
model.layers.20.linear_attn.out_proj.weight,4,False,0.0045282281935215,0.006499035283923149,0.142578125,0.6381895542144775,0.891456663608551,2097152
model.layers.20.linear_attn.in_proj_qkv.weight,4,False,0.01187416072934866,0.017939493060112,0.45703125,0.6347880959510803,0.8183348774909973,6291456
model.layers.20.linear_attn.in_proj_z.weight,4,False,0.008150666952133179,0.012891308404505253,0.18359375,0.6346679925918579,0.8521192669868469,2097152
model.layers.20.linear_attn.in_proj_b.weight,4,False,0.009139228612184525,0.013938846066594124,0.11083984375,0.6223505735397339,0.852380633354187,16384
model.layers.20.linear_attn.in_proj_a.weight,4,False,0.014883501455187798,0.021875541657209396,0.11669921875,0.6482299566268921,0.7881406545639038,16384
model.layers.20.mlp.gate_proj.weight,4,False,0.008085627108812332,0.011970970779657364,0.146484375,0.6170309782028198,0.8768960237503052,3670016
model.layers.20.mlp.up_proj.weight,4,False,0.00411022687330842,0.0054627289064228535,0.0830078125,0.6276938319206238,0.9053004384040833,3670016
model.layers.20.mlp.down_proj.weight,4,False,0.0039495849050581455,0.005244548432528973,0.125,0.635485827922821,0.9015184640884399,3670016
model.layers.20.input_layernorm.weight,4,False,0.524754524230957,0.5308729410171509,1.0703125,0.8046896457672119,0.9924373626708984,1024
model.layers.20.post_attention_layernorm.weight,4,False,0.2720470428466797,0.2780977189540863,0.4609375,0.6783179044723511,0.9905571937561035,1024
model.layers.21.linear_attn.dt_bias,4,False,1.78515625,2.064878463745117,3.625,0.6457635164260864,0.9614876508712769,16
model.layers.21.linear_attn.A_log,4,False,1.24951171875,1.3024626970291138,1.78125,0.9007031321525574,0.9660485982894897,16
model.layers.21.linear_attn.conv1d.weight,4,False,0.05959659814834595,0.11982561647891998,1.109375,0.65634685754776,0.8903930187225342,24576
model.layers.21.linear_attn.norm.weight,4,False,0.7603225708007812,0.7639473080635071,0.91015625,0.8577697277069092,0.9964939951896667,128
model.layers.21.linear_attn.out_proj.weight,4,False,0.00505696190521121,0.007309846580028534,0.134765625,0.6311677694320679,0.8939116597175598,2097152
model.layers.21.linear_attn.in_proj_qkv.weight,4,False,0.011466938070952892,0.0171795804053545,0.37109375,0.6322756409645081,0.8337087035179138,6291456
model.layers.21.linear_attn.in_proj_z.weight,4,False,0.008485812693834305,0.012932833284139633,0.1640625,0.626828670501709,0.8649170994758606,2097152
model.layers.21.linear_attn.in_proj_b.weight,4,False,0.007993781939148903,0.012147312983870506,0.11572265625,0.6193712949752808,0.8672082424163818,16384
model.layers.21.linear_attn.in_proj_a.weight,4,False,0.014254221692681313,0.021140621975064278,0.115234375,0.6427933573722839,0.7778813242912292,16384
model.layers.21.mlp.gate_proj.weight,4,False,0.008181569166481495,0.012131496332585812,0.248046875,0.617535412311554,0.8757754564285278,3670016
model.layers.21.mlp.up_proj.weight,4,False,0.004216018598526716,0.005641692318022251,0.10546875,0.6256131529808044,0.9055325984954834,3670016
model.layers.21.mlp.down_proj.weight,4,False,0.003991869743913412,0.005328046623617411,0.11181640625,0.6348620653152466,0.9010647535324097,3670016
model.layers.21.input_layernorm.weight,4,False,0.5966949462890625,0.6012087464332581,1.34375,0.8249477744102478,0.9948493838310242,1024
model.layers.21.post_attention_layernorm.weight,4,False,0.29077768325805664,0.2952241897583008,0.44921875,0.6928500533103943,0.9927135109901428,1024
model.layers.22.linear_attn.dt_bias,4,False,1.7867431640625,2.2652907371520996,5.40625,0.6859224438667297,0.9275846481323242,16
model.layers.22.linear_attn.A_log,4,False,1.178466796875,1.2332298755645752,1.5625,0.8903125524520874,0.9632615447044373,16
model.layers.22.linear_attn.conv1d.weight,4,False,0.05209538713097572,0.10026665776968002,1.1328125,0.6580783724784851,0.9072020053863525,24576
model.layers.22.linear_attn.norm.weight,4,False,0.91033935546875,0.9124324917793274,1.04296875,0.878823459148407,0.9982251524925232,128
model.layers.22.linear_attn.out_proj.weight,4,False,0.0053618308156728745,0.007768458221107721,0.19921875,0.6231862306594849,0.8930580615997314,2097152
model.layers.22.linear_attn.in_proj_qkv.weight,4,False,0.009708724915981293,0.014861525036394596,0.28125,0.6255325675010681,0.8446912169456482,6291456
model.layers.22.linear_attn.in_proj_z.weight,4,False,0.008447714149951935,0.012904899194836617,0.25390625,0.6219270825386047,0.860239565372467,2097152
model.layers.22.linear_attn.in_proj_b.weight,4,False,0.009270577691495419,0.014103172346949577,0.1044921875,0.6231153011322021,0.8469501733779907,16384
model.layers.22.linear_attn.in_proj_a.weight,4,False,0.01638060063123703,0.0238773375749588,0.1162109375,0.6563454866409302,0.7568343281745911,16384
model.layers.22.mlp.gate_proj.weight,4,False,0.008277720771729946,0.012461197562515736,0.283203125,0.6199386715888977,0.8680223822593689,3670016
model.layers.22.mlp.up_proj.weight,4,False,0.004320387262851,0.005843623541295528,0.11181640625,0.62479168176651,0.9043720960617065,3670016
model.layers.22.mlp.down_proj.weight,4,False,0.003948591183871031,0.005278526805341244,0.1142578125,0.6367464661598206,0.8995479345321655,3670016
model.layers.22.input_layernorm.weight,4,False,0.3865523338317871,0.39301738142967224,0.9609375,0.752227246761322,0.9906246066093445,1024
model.layers.22.post_attention_layernorm.weight,4,False,0.2678566575050354,0.2710876762866974,0.46484375,0.6771703362464905,0.994624137878418,1024
model.layers.23.self_attn.q_proj.weight,4,False,0.007402953691780567,0.011828293092548847,0.275390625,0.6273689866065979,0.849639892578125,4194304
model.layers.23.self_attn.k_proj.weight,4,False,0.004248168785125017,0.00660883029922843,0.1142578125,0.6546072363853455,0.8584778308868408,524288
model.layers.23.self_attn.v_proj.weight,4,False,0.00852644257247448,0.013768131844699383,0.4140625,0.627822995185852,0.8309004306793213,524288
model.layers.23.self_attn.o_proj.weight,4,False,0.006056101527065039,0.00961490161716938,0.14453125,0.6359179615974426,0.8592761754989624,2097152
model.layers.23.self_attn.q_norm.weight,4,False,0.32882118225097656,0.3797086477279663,1.0234375,0.6790408492088318,0.922937273979187,256
